wordText,lyricsRank,newYorkTimesRank,rank,googleBooksRank,happs,stdDev,twitterRank
laughter,1728,-1,1,-1,8.5,0.9313,3600
happiness,1230,-1,2,2458,8.44,0.9723,1853
love,23,328,3,317,8.42,1.1082,25
happy,375,1313,4,1372,8.3,0.9949,65
laughed,2332,-1,5,3542,8.26,1.1572,3334
laugh,647,4488,6,3998,8.22,1.3746,1002
laughing,1122,-1,7,-1,8.2,1.1066,1579
excellent,-1,3155,8,1756,8.18,1.1008,1496
laughs,2856,-1,9,-1,8.18,1.1551,3554
joy,809,2723,10,2336,8.16,1.0568,988
successful,-1,1565,11,1198,8.16,1.0759,2176
win,694,776,12,3031,8.12,1.0812,154
rainbow,1723,-1,13,-1,8.1,0.9949,2726
smile,349,2898,14,2666,8.1,1.0152,925
won,1493,439,15,1167,8.1,1.2164,810
pleasure,1398,4253,16,1526,8.08,0.9655,1497
smiled,2248,-1,17,3537,8.08,1.066,-1
rainbows,4216,-1,18,-1,8.06,1.3603,-1
winning,3646,1426,19,-1,8.04,1.049,1876
celebration,4070,2762,20,-1,8.02,1.5318,3306
enjoyed,-1,3502,21,2908,8.02,1.5318,1530
healthy,4619,3292,22,3200,8.02,1.0593,1393
music,374,167,23,875,8.02,1.1156,132
celebrating,-1,-1,24,-1,8,1.1429,2550
congratulations,-1,-1,25,-1,8,1.6288,2246
weekend,2256,833,26,-1,8,1.2936,317
celebrate,2108,3574,27,-1,7.98,1.1516,1606
comedy,-1,2566,28,-1,7.98,1.1516,1444
jokes,3808,-1,29,-1,7.98,0.9792,2812
rich,890,1469,30,1221,7.98,1.3169,1625
victory,2845,687,31,2341,7.98,1.0784,1809
christmas,599,2097,32,3846,7.96,1.293,138
free,219,393,33,342,7.96,1.261,85
friendship,3980,3669,34,3098,7.96,1.1241,4273
fun,463,2189,35,4135,7.96,1.3087,110
holidays,-1,-1,36,-1,7.96,1.261,1204
loved,517,890,37,2178,7.96,1.1599,465
loves,653,-1,38,-1,7.96,1.3696,780
loving,527,230,39,4396,7.96,1.0093,947
beach,1475,551,40,3596,7.94,1.0577,573
hahaha,-1,-1,41,-1,7.94,1.5572,428
kissing,2052,-1,42,-1,7.94,1.1323,-1
sunshine,950,-1,43,-1,7.94,1.1678,2080
beautiful,467,1754,44,1159,7.92,1.1753,266
delicious,-1,-1,45,-1,7.92,1.2591,1565
friends,321,347,46,658,7.92,1.1925,258
funny,755,3194,47,-1,7.92,1.0467,358
outstanding,-1,1797,48,4721,7.92,1.14,4468
paradise,1146,-1,49,-1,7.92,1.3974,3096
sweetest,2232,-1,50,-1,7.92,1.2911,-1
vacation,3780,3251,51,-1,7.92,1.9042,952
butterflies,4175,-1,52,-1,7.92,1.077,-1
freedom,879,1844,53,933,7.9,1.4178,1465
flower,1929,-1,54,3675,7.88,1.1718,2769
great,579,219,55,110,7.88,1.2061,94
sunlight,2316,-1,56,-1,7.88,1.4934,-1
sweetheart,2919,-1,57,-1,7.88,1.272,3055
sweetness,4465,-1,58,-1,7.88,1.1891,-1
award,-1,1429,59,-1,7.86,1.5651,1715
chocolate,2695,-1,60,-1,7.86,1.0304,436
hahahaha,-1,-1,61,-1,7.86,1.7025,1341
heaven,392,3939,62,1615,7.86,1.578,1294
peace,559,775,63,702,7.86,1.3403,675
splendid,-1,-1,64,4763,7.86,1.457,-1
success,3316,1338,65,847,7.86,1.6414,657
enjoying,-1,-1,66,-1,7.84,1.5032,875
kissed,1322,-1,67,-1,7.84,1.5048,-1
attraction,4179,-1,68,-1,7.82,1.024,-1
celebrated,-1,3432,69,3720,7.8,1.178,-1
hero,1648,3816,70,3362,7.8,1.3997,1867
hugs,-1,-1,71,-1,7.8,1.4428,1868
positive,3575,2139,72,958,7.8,1.2454,1728
sun,214,2010,73,978,7.8,1.3553,439
birthday,2529,2241,74,-1,7.78,1.9091,190
blessed,1618,-1,75,3876,7.78,1.2824,1733
fantastic,-1,-1,76,-1,7.78,1.0934,1354
winner,3199,1916,77,-1,7.78,1.6938,1793
delight,2987,-1,78,3954,7.78,1.4181,-1
beauty,1013,2519,79,1611,7.76,1.6107,1032
butterfly,2836,-1,80,-1,7.76,1.3334,4332
entertainment,-1,1712,81,-1,7.76,1.2216,2247
funniest,-1,-1,82,-1,7.76,1.5592,3451
honesty,3653,-1,83,-1,7.76,1.2707,-1
sky,274,4221,84,2374,7.76,1.0797,842
smiles,1782,-1,85,-1,7.76,1.7907,2971
succeed,4270,3212,86,4088,7.76,1.6971,-1
wonderful,1188,1571,87,2841,7.76,1.7907,749
glorious,3926,-1,88,4792,7.74,1.3969,-1
kisses,1340,-1,89,-1,7.74,1.192,2942
promotion,-1,4849,90,4108,7.74,1.3822,3037
family,738,109,91,235,7.72,1.3099,203
gift,1710,2672,92,2734,7.72,1.3407,443
humor,-1,1826,93,-1,7.72,1.0887,1516
romantic,4201,4200,94,3812,7.72,1.1959,2535
cupcakes,-1,-1,95,-1,7.7,1.233,3799
festival,-1,1020,96,-1,7.7,1.0738,2024
hahahahaha,-1,-1,97,-1,7.7,1.359,3436
honour,-1,-1,98,2713,7.7,1.2495,-1
relax,1752,-1,99,-1,7.7,1.0738,1986
weekends,-1,-1,100,-1,7.7,1.7871,4100
angel,578,-1,101,4854,7.68,1.2362,1299
b-day,-1,-1,102,-1,7.68,1.5312,-1
bonus,-1,-1,103,-1,7.68,1.463,3131
brilliant,-1,3679,104,3670,7.68,1.6218,1843
diamonds,1457,-1,105,-1,7.68,1.4769,-1
holiday,2241,1895,106,-1,7.68,1.3005,434
lucky,975,4327,107,-1,7.68,1.2688,537
mother,549,170,108,437,7.68,1.6714,626
super,1726,2673,109,-1,7.68,1.5964,408
amazing,2297,-1,110,-1,7.66,1.493,316
angels,815,-1,111,4944,7.66,1.4654,3233
enjoy,1878,3091,112,2605,7.66,1.4654,518
friend,308,394,113,768,7.66,1.5066,186
friendly,3042,4290,114,3095,7.66,1.5467,1841
mother's,-1,-1,115,3434,7.66,1.2875,-1
profit,-1,2107,116,2140,7.66,1.239,1890
finest,3225,-1,117,-1,7.66,1.3875,-1
bday,-1,-1,118,-1,7.64,1.6753,825
champion,-1,1772,119,-1,7.64,1.2249,3165
grandmother,-1,505,120,-1,7.64,1.3516,-1
haha,3211,-1,121,-1,7.64,1.3815,135
kiss,314,-1,122,-1,7.64,1.7585,711
kitten,-1,-1,123,-1,7.64,1.2898,3864
miracle,1924,-1,124,-1,7.64,1.8926,2510
mom,1269,4015,125,-1,7.64,1.8709,426
sweet,243,2708,126,2347,7.64,1.0645,431
blessings,4242,-1,127,-1,7.62,1.6274,3957
bright,649,3001,128,2152,7.62,1.1409,1344
cutest,-1,-1,129,-1,7.62,1.0859,4009
entertaining,-1,-1,130,-1,7.62,1.0859,3616
excited,3077,-1,131,3790,7.62,1.3981,508
excitement,-1,-1,132,4058,7.62,1.6523,2972
joke,1685,-1,133,-1,7.62,1.3981,821
millionaire,-1,-1,134,-1,7.62,2.1275,3035
prize,2874,2464,135,4742,7.62,1.2103,2519
succeeded,-1,4525,136,2391,7.62,1.1409,-1
successfully,-1,4960,137,3281,7.62,1.2599,-1
winners,-1,3518,138,-1,7.62,1.5372,3381
shines,1435,-1,139,-1,7.6,1.5944,-1
awesome,-1,-1,140,-1,7.6,1.5908,251
genius,4716,-1,141,3097,7.6,1.2454,2306
achievement,-1,4591,142,3160,7.58,1.4299,2737
cake,2200,-1,143,-1,7.58,1.1082,696
cheers,-1,-1,144,-1,7.58,1.4721,2675
exciting,-1,4431,145,-1,7.58,1.3415,1485
goodness,4047,-1,146,-1,7.58,1.3716,2274
hug,2497,-1,147,-1,7.58,1.4721,1392
income,-1,298,148,798,7.58,1.6047,2795
party,446,384,149,367,7.58,1.4581,165
puppy,-1,-1,150,-1,7.58,1.4581,1517
smiling,1518,-1,151,-1,7.58,1.7034,3530
song,248,1898,152,2121,7.58,1.3415,147
succeeding,-1,4446,153,-1,7.58,1.3415,-1
tasty,-1,-1,154,-1,7.58,1.1265,3345
victories,-1,4210,155,-1,7.58,1.7623,-1
achieved,-1,4401,156,2001,7.56,1.3726,-1
billion,-1,297,157,3797,7.56,1.6679,2689
cakes,-1,-1,158,-1,7.56,1.4591,4497
easier,2152,2585,159,3114,7.56,1.1457,1716
flowers,1154,637,160,2250,7.56,1.4309,2820
gifts,3754,3358,161,3942,7.56,1.9395,1668
gold,607,1343,162,1030,7.56,1.1095,605
merry,1753,-1,163,-1,7.56,1.1457,510
families,-1,923,164,1153,7.54,1.2811,3378
handsome,3695,-1,165,4635,7.54,1.2488,3289
lovers,1065,-1,166,-1,7.54,1.2811,3593
affection,2796,-1,167,3564,7.53,1.5289,-1
candy,1337,-1,168,-1,7.52,1.4879,1126
cute,2354,-1,169,-1,7.52,1.1993,295
diamond,1372,2827,170,-1,7.52,1.7171,1992
earnings,-1,582,171,4361,7.52,1.4177,-1
interesting,-1,2391,172,1165,7.52,1.1822,602
peacefully,-1,1718,173,-1,7.52,1.0544,-1
praise,1465,-1,174,3301,7.52,1.4741,3300
relaxing,-1,-1,175,-1,7.52,1.2162,1904
roses,1643,-1,176,-1,7.52,1.2493,3748
saturdays,-1,2051,177,-1,7.52,1.729,-1
faithful,2637,-1,178,3479,7.51,1.3248,-1
heavens,2321,-1,179,-1,7.51,1.7335,-1
cherish,3823,-1,180,-1,7.5,1.4743,-1
comfort,1532,3810,181,3142,7.5,1.1473,2483
congrats,-1,-1,182,-1,7.5,1.5419,969
cupcake,-1,-1,183,-1,7.5,1.7642,-1
earn,3810,3662,184,-1,7.5,1.3439,2014
extraordinary,-1,818,185,2904,7.5,1.374,-1
glory,969,-1,186,2558,7.5,1.6067,2487
hilarious,-1,-1,187,-1,7.5,1.9821,1386
moonlight,1326,-1,188,-1,7.5,1.359,-1
optimistic,-1,4110,189,-1,7.5,1.3132,-1
peaceful,3251,-1,190,4769,7.5,1.0926,4916
romance,1396,-1,191,-1,7.5,1.4321,3144
feast,4050,-1,192,-1,7.49,1.6473,-1
attractive,-1,3980,193,3658,7.48,0.9739,4966
glad,833,4831,194,2828,7.48,1.5151,451
grandma,4599,-1,195,-1,7.48,1.5016,2802
internet,-1,1330,196,3835,7.48,1.313,533
pleasant,-1,4478,197,3049,7.48,1.2162,-1
profits,-1,2141,198,3109,7.48,1.3285,-1
smart,1952,3745,199,-1,7.48,1.3738,1302
x-mas,-1,-1,200,-1,7.48,1.821,-1
babies,2077,-1,201,-1,7.46,1.5012,2129
cheer,3198,-1,202,-1,7.46,1.6807,1756
courage,2789,3238,203,3003,7.46,1.1817,4578
enthusiasm,-1,4375,204,3780,7.46,1.1287,-1
honest,2375,4328,205,3348,7.46,1.1287,1518
loyal,-1,3925,206,-1,7.46,1.2488,-1
opportunities,-1,3283,207,2239,7.46,1.0919,4313
triumph,-1,4913,208,4335,7.46,1.8318,-1
wow,1814,-1,209,-1,7.46,1.4458,281
jewels,2854,-1,210,-1,7.46,1.6153,-1
forests,-1,-1,211,4405,7.45,1.332,-1
apple,2320,2983,212,-1,7.44,1.2316,633
dreams,258,4127,213,3322,7.44,1.4165,928
fantasy,1320,-1,214,-1,7.44,1.6183,1483
food,1335,445,215,557,7.44,1.2149,198
honey,496,-1,216,-1,7.44,1.5928,1078
miracles,3821,-1,217,-1,7.44,1.9395,-1
sex,787,1959,218,1356,7.44,1.6801,375
sing,297,3943,219,3950,7.44,1.3426,1040
starlight,4347,-1,220,-1,7.44,1.4165,-1
thankful,3569,-1,221,-1,7.44,1.5005,1374
wins,4546,3064,222,-1,7.44,1.2643,1236
achieve,-1,3456,223,2223,7.42,1.2304,-1
adored,-1,1326,224,-1,7.42,1.4441,-1
cash,909,1310,225,2494,7.42,1.6671,755
dances,4757,-1,226,-1,7.42,1.295,-1
gorgeous,-1,-1,227,-1,7.42,1.9597,1645
grandchildren,-1,293,228,-1,7.42,1.5131,-1
incredible,3783,-1,229,-1,7.42,1.3415,2208
lunch,3286,2640,230,4895,7.42,1.0897,470
mommy,2584,-1,231,-1,7.42,1.7623,2482
parties,3809,1612,232,1058,7.42,1.4441,2595
perfect,625,2277,233,1411,7.42,1.7154,642
saturday,1548,224,234,4379,7.42,1.7154,620
surprise,1314,2992,235,2902,7.42,1.5398,1901
truth,393,2238,236,595,7.42,1.401,713
blessing,3875,-1,237,-1,7.4,1.7379,4347
creative,-1,2020,238,3012,7.4,1.1952,1834
dinner,2344,1328,239,2292,7.4,1.1429,245
kindness,4104,4445,240,-1,7.4,1.088,4849
pleased,4770,4069,241,2903,7.4,1.1606,4079
sexy,1111,-1,242,-1,7.4,1.2289,459
strength,967,1876,243,852,7.4,1.1606,2951
thank,736,3584,244,2659,7.4,1.1249,259
thanks,1773,3755,245,2893,7.4,1.5119,150
thanksgiving,-1,-1,246,-1,7.4,1.4142,784
treasure,2595,-1,247,-1,7.4,1.7143,3879
valentine,-1,-1,248,-1,7.4,1.7023,1430
riches,3090,-1,249,-1,7.39,1.6685,-1
awarded,-1,2556,250,-1,7.38,1.1586,-1
fabulous,-1,-1,251,-1,7.38,1.5372,2419
grandfather,-1,573,252,-1,7.38,1.427,-1
heavenly,2469,-1,253,-1,7.38,1.8282,-1
hope,291,591,254,705,7.38,1.3076,92
kids,612,1465,255,4296,7.38,1.6022,223
magical,3927,-1,256,-1,7.38,1.2919,3346
million,711,70,257,1032,7.38,1.427,1027
nice,587,2058,258,3154,7.38,1.5104,102
sundays,-1,2117,259,-1,7.38,1.4553,4740
wealth,3178,4969,260,1746,7.38,1.2271,4292
fantasies,3592,-1,261,-1,7.36,1.3898,-1
cares,1245,-1,262,-1,7.36,1.3962,2909
dance,262,587,263,2619,7.36,1.4394,694
daughters,4031,750,264,3959,7.36,1.2249,-1
favorable,-1,-1,265,4193,7.36,1.5086,-1
friend's,-1,-1,266,-1,7.36,1.6383,-1
generosity,-1,3473,267,-1,7.36,1.2739,-1
grateful,4685,4615,268,-1,7.36,1.4675,2254
inspired,-1,2706,269,3648,7.36,1.1021,1638
mothers,3118,4594,270,3280,7.36,1.4675,-1
parents,2518,773,271,846,7.36,1.5086,903
valentine's,-1,-1,272,-1,7.36,1.3211,-1
intelligent,-1,-1,273,3750,7.35,1.5504,-1
liberation,-1,-1,274,4497,7.35,1.3039,-1
melody,1821,-1,275,-1,7.35,1.7742,-1
wonderland,4126,-1,276,-1,7.35,1.64,-1
beloved,-1,149,277,4900,7.34,1.2715,-1
caring,-1,2485,278,-1,7.34,1.4086,-1
homemade,-1,-1,279,-1,7.34,1.239,3204
inspiring,-1,-1,280,-1,7.34,1.1886,4265
movies,2701,1904,281,-1,7.34,1.4514,739
precious,1329,-1,282,4136,7.34,1.5201,2990
respect,1001,2009,283,681,7.34,1.6113,1108
satisfaction,2878,-1,284,2450,7.34,1.1178,-1
satisfy,2507,-1,285,3902,7.34,1.4373,-1
wedding,2454,3095,286,-1,7.34,1.5201,700
accomplished,-1,3951,287,2767,7.32,1.3005,-1
adorable,-1,-1,288,-1,7.32,1.6956,1524
championship,-1,1966,289,-1,7.32,1.3619,3707
comfortable,4898,3311,290,3733,7.32,1.0962,3887
cuddle,-1,-1,291,-1,7.32,1.7313,3764
games,1057,559,292,3441,7.32,1.2196,671
grandson,-1,2496,293,-1,7.32,1.4769,-1
life,70,157,294,103,7.32,1.6956,84
lovely,1136,-1,295,4534,7.32,1.5444,782
pretty,448,1684,296,1983,7.32,1.6956,152
proud,1034,1808,297,3463,7.32,1.4348,695
rose,1145,531,298,1384,7.32,1.463,1938
united,3021,98,299,244,7.32,1.2027,1662
fruits,-1,-1,300,4170,7.31,1.5303,-1
adventure,-1,-1,301,-1,7.3,1.4321,2046
couple,1309,1432,302,2357,7.3,1.2657,453
dollars,1915,863,303,2056,7.3,1.4604,2503
eating,2376,2595,304,3218,7.3,1.7757,532
fortune,2013,4600,305,2985,7.3,1.3887,4327
generous,-1,2523,306,4377,7.3,1.4743,-1
golden,1025,2419,307,2631,7.3,1.3439,1835
hahah,-1,-1,308,-1,7.3,1.5419,1542
hooray,-1,-1,309,-1,7.3,2.0727,4511
intelligence,-1,1257,310,1753,7.3,1.1995,-1
lover,630,4901,311,4730,7.3,1.9299,3444
luxury,-1,4254,312,-1,7.3,1.6812,2845
money,225,236,313,414,7.3,1.8434,163
passion,1216,2908,314,2811,7.3,1.4743,1955
prosperity,-1,-1,315,4090,7.3,1.5286,-1
remarkable,-1,3525,316,2134,7.3,1.3286,-1
sweetie,-1,-1,317,-1,7.3,1.1294,3167
valentines,-1,-1,318,-1,7.3,1.7757,1443
educated,-1,-1,319,3270,7.29,1.307,-1
gently,2690,-1,320,4602,7.29,1.2748,-1
baby,53,2147,321,2388,7.28,1.8521,157
books,2166,401,322,599,7.28,1.3254,911
bride,3521,3353,323,-1,7.28,1.5391,3811
cherished,-1,647,324,-1,7.28,1.5784,-1
cookies,-1,-1,325,-1,7.28,1.7028,1391
dessert,-1,-1,326,-1,7.28,1.7733,4525
employed,-1,4869,327,1119,7.28,1.3559,-1
glow,1696,-1,328,-1,7.28,1.2943,-1
god,210,1790,329,181,7.28,1.9277,136
great-grandchildren,-1,-1,330,-1,7.28,1.7028,-1
helped,3315,975,331,2063,7.28,1.2943,2226
independence,-1,2634,332,1745,7.28,1.5913,-1
likes,1440,4118,333,-1,7.28,1.5391,1541
luckily,-1,-1,334,-1,7.28,1.6542,4888
moon,454,4687,335,2618,7.28,1.3708,818
perfectly,4196,-1,336,2339,7.28,1.5913,3921
satisfied,1520,-1,337,2603,7.28,1.5258,4295
sunday,1183,114,338,2537,7.28,1.9171,517
juicy,4900,-1,339,-1,7.27,1.2037,-1
championships,-1,3124,340,-1,7.26,1.3524,-1
divine,1855,-1,341,1325,7.26,1.4115,-1
dreaming,805,-1,342,-1,7.26,1.2586,3537
foods,-1,3500,343,4383,7.26,1.482,2923
fresh,1118,1557,344,1698,7.26,1.3219,1025
gladly,4807,-1,345,-1,7.26,1.1214,-1
greatest,1721,2468,346,1214,7.26,1.5228,1454
hearts,597,1563,347,3148,7.26,1.6759,2326
luck,996,-1,348,-1,7.26,1.8824,397
millions,2863,1982,349,3072,7.26,1.5361,3717
musicians,-1,2870,350,-1,7.26,1.0461,-1
play,204,339,351,600,7.26,1.2257,287
progress,4474,1927,352,1014,7.26,1.1572,1627
savings,-1,1586,353,4356,7.26,1.2747,4129
appreciation,-1,-1,354,4619,7.24,1.4653,-1
bliss,2684,-1,355,-1,7.24,1.7562,3596
bloom,3127,-1,356,-1,7.24,1.598,-1
book,1063,255,357,278,7.24,1.2048,229
child,491,846,358,369,7.24,1.5592,685
companion,-1,2767,359,4269,7.24,1.3786,-1
computer,4633,762,360,1450,7.24,1.3933,384
gardens,-1,2554,361,4541,7.24,1.3486,-1
gentle,2156,3811,362,3862,7.24,0.9806,-1
hahahah,-1,-1,363,-1,7.24,2.036,3594
helpful,-1,-1,364,3538,7.24,1.2382,4334
impressed,4879,-1,365,4667,7.24,1.0412,1679
kind,373,571,366,383,7.24,1.3933,319
knowledge,2168,2359,367,374,7.24,1.4647,1758
liberty,3605,3517,368,1880,7.24,1.2707,3427
mama,535,-1,369,-1,7.24,1.7562,1525
nature,1661,1464,370,243,7.24,1.802,1646
pal,4745,-1,371,-1,7.24,1.2707,-1
passionate,-1,-1,372,-1,7.24,1.0797,-1
promoted,-1,4047,373,-1,7.24,1.4923,-1
reward,4930,-1,374,3896,7.24,1.8905,3952
warmth,3065,3873,375,-1,7.24,1.6483,-1
xmas,-1,-1,376,-1,7.24,2.105,769
danced,2523,-1,377,-1,7.22,1.2122,-1
amazed,4272,-1,378,-1,7.22,1.8658,3914
appreciate,3449,4755,379,4834,7.22,1.183,1657
brother,640,289,380,1055,7.22,1.2337,482
confidence,3254,2284,381,1802,7.22,1.2824,4570
darling,742,-1,382,-1,7.22,1.3138,4107
encouraging,-1,4780,383,-1,7.22,1.5556,-1
energy,2115,877,384,549,7.22,1.2982,1005
films,-1,1444,385,3300,7.22,1.2824,3211
garden,1557,875,386,1821,7.22,1.183,1064
graduated,-1,492,387,-1,7.22,1.2664,-1
guitar,1071,4072,388,-1,7.22,1.4748,1324
health,3144,287,389,441,7.22,1.2501,400
heart,86,719,390,435,7.22,1.4327,274
honor,3003,1863,391,2559,7.22,1.2002,1630
like,26,76,392,89,7.22,1.2171,32
musical,4045,1275,393,3246,7.22,1.5556,2642
pets,-1,-1,394,-1,7.22,1.5292,4059
relaxed,-1,-1,395,-1,7.22,1.0554,4698
salary,-1,3110,396,4883,7.22,1.3445,-1
star,497,1290,397,2460,7.22,1.5817,392
sweeter,2858,-1,398,-1,7.22,1.1119,-1
trust,563,1358,399,1399,7.22,1.2337,705
yummy,-1,-1,400,-1,7.22,1.7876,1608
ecstasy,2805,-1,401,-1,7.2,1.7318,-1
eternal,1699,-1,402,2958,7.2,1.5272,-1
approved,-1,1417,403,3132,7.2,1.4983,-1
benefits,-1,1124,404,1814,7.2,1.0498,3234
cartoon,-1,-1,405,-1,7.2,1.4428,4463
comforted,-1,4362,406,-1,7.2,1.4428,-1
cool,472,3533,407,3437,7.2,1.3401,276
discount,-1,3885,408,-1,7.2,1.2936,2776
good,114,164,409,121,7.2,1.4569,19
google,-1,-1,410,-1,7.2,1.3093,456
ladies,814,-1,411,3188,7.2,1.4708,1047
libraries,-1,-1,412,4520,7.2,1.2454,-1
luv,3606,-1,413,-1,7.2,1.8406,1044
perfection,3509,-1,414,4505,7.2,1.6288,-1
presents,4863,4154,415,2555,7.2,1.4569,1940
prizes,-1,-1,416,-1,7.2,2.0304,4281
special,866,480,417,448,7.2,1.1952,649
wishes,2773,-1,418,3179,7.2,1.2122,1650
alive,445,2977,419,2707,7.18,1.2887,872
awards,-1,2230,420,-1,7.18,1.207,1633
bed,459,3503,421,1100,7.18,1.2887,124
best,270,295,422,282,7.18,1.6866,126
coffee,1799,2806,423,2997,7.18,1.4803,474
comfy,-1,-1,424,-1,7.18,1.2237,4650
fiesta,4352,-1,425,-1,7.18,1.7692,-1
genuine,-1,-1,426,3492,7.18,1.3805,-1
helping,3277,2215,427,3756,7.18,1.6374,1479
imagine,1282,3062,428,2512,7.18,1.1008,888
leisure,-1,3100,429,-1,7.18,1.6986,-1
meal,3549,-1,430,3858,7.18,1.4665,2018
promise,642,2838,431,2230,7.18,1.1899,1881
respected,-1,3229,432,-1,7.18,1.024,-1
rest,490,891,433,630,7.18,1.2567,562
travel,1910,623,434,2204,7.18,1.4241,632
abundant,-1,-1,435,4672,7.16,1.6458,-1
attracted,-1,-1,436,4251,7.16,1.1669,-1
devoted,-1,310,437,2487,7.16,1.3607,-1
favourite,3939,-1,438,-1,7.16,1.3607,2197
granddaughter,-1,3763,439,-1,7.16,1.6946,-1
heroes,2486,-1,440,-1,7.16,1.5696,2759
ideas,3540,1482,441,815,7.16,1.2835,1003
liked,2410,4273,442,3339,7.16,0.9116,1287
oceans,3577,-1,443,-1,7.16,1.6208,-1
pizza,4655,-1,444,-1,7.16,1.3303,500
skies,953,-1,445,-1,7.16,1.3456,-1
sleep,354,3382,446,1593,7.16,1.7066,109
spring,1356,920,447,1279,7.16,1.4337,625
sunset,2330,-1,448,-1,7.16,2.1127,2597
welcome,961,2507,449,3503,7.16,1.3149,653
1st,-1,-1,450,3809,7.14,1.7025,-1
adoring,-1,2424,451,-1,7.14,1.6904,-1
brighter,2428,-1,452,-1,7.14,1.325,-1
children's,-1,-1,453,3315,7.14,1.512,-1
cure,1957,-1,454,4323,7.14,1.512,2823
fireworks,-1,-1,455,-1,7.14,1.4848,3589
home,135,108,456,255,7.14,1.8296,60
honored,-1,3501,457,-1,7.14,1.2779,-1
journey,1946,3957,458,2179,7.14,1.512,2644
lovin,2199,-1,459,-1,7.14,1.9693,4096
opportunity,4127,1397,460,1176,7.14,1.7144,1975
paid,991,804,461,894,7.14,1.7144,1286
parks,-1,2515,462,-1,7.14,1.5651,-1
playing,730,815,463,2312,7.14,1.4709,311
shine,456,-1,464,-1,7.14,1.7144,2921
strawberry,-1,-1,465,-1,7.14,1.4144,4584
summertime,2650,-1,466,-1,7.14,2.2224,-1
wealthy,-1,4764,467,-1,7.14,1.7498,-1
appreciated,-1,2738,468,-1,7.12,1.507,4995
artistic,-1,2415,469,4079,7.12,1.2395,-1
birth,2039,2885,470,1398,7.12,1.6117,2916
children,614,173,471,203,7.12,1.3498,1035
fruit,3087,4456,472,2367,7.12,1.5205,2529
inspire,-1,-1,473,-1,7.12,1.4797,3787
juice,2429,-1,474,-1,7.12,1.0812,2185
laptop,-1,-1,475,-1,7.12,1.3498,1075
partners,-1,1660,476,4156,7.12,1.4377,-1
son,450,201,477,497,7.12,1.8142,624
stronger,1171,3673,478,3410,7.12,1.0812,4576
superman,3794,-1,479,-1,7.12,1.7219,-1
tree,824,2933,480,1246,7.12,1.3192,702
valuable,-1,3652,481,2015,7.12,1.1183,-1
woman's,-1,-1,482,4352,7.12,1.3498,-1
women,881,376,483,229,7.12,1.4658,651
glowing,3796,-1,484,-1,7.1,1.4324,-1
admiration,-1,-1,485,4990,7.1,1.4604,-1
carnival,4356,-1,486,-1,7.1,1.7642,-1
computers,-1,1956,487,-1,7.1,1.2817,3587
confident,-1,3399,488,-1,7.1,1.1824,3827
cookie,3900,-1,489,-1,7.1,1.2976,2560
cutie,-1,-1,490,-1,7.1,1.3132,4744
dearest,-1,4358,491,-1,7.1,1.2817,-1
dream,215,2500,492,2076,7.1,1.9614,409
freely,-1,-1,493,3493,7.1,1.374,-1
fridays,-1,2747,494,-1,7.1,1.4604,4899
plants,-1,1847,495,1392,7.1,1.2976,4973
quality,-1,1409,496,764,7.1,1.4178,866
rabbit,4413,-1,497,-1,7.1,1.2164,3115
resort,-1,3854,498,-1,7.1,1.4463,4049
shopping,3672,2551,499,-1,7.1,1.5419,604
sincere,4635,3579,500,-1,7.1,1.0351,-1
snack,-1,-1,501,-1,7.1,1.5682,4083
stars,455,1883,502,2781,7.1,1.5419,1190
toys,2583,-1,503,-1,7.1,1.6568,2579
useful,-1,4019,504,1028,7.1,1.1995,1445
wise,1515,3257,505,2254,7.1,1.2657,1869
yum,-1,-1,506,-1,7.1,1.488,1603
desirable,-1,-1,507,2901,7.08,1.6563,-1
sparkle,4859,-1,508,-1,7.08,1.6181,-1
bless,1545,-1,509,-1,7.08,1.9675,967
comic,-1,4204,510,-1,7.08,1.5628,2518
cooking,-1,4167,511,-1,7.08,1.2911,1447
dancing,744,2865,512,4652,7.08,1.6142,1331
earned,-1,1758,513,-1,7.08,1.1753,3855
equality,-1,-1,514,3316,7.08,1.8277,-1
faith,654,2399,515,838,7.08,1.4405,1873
graduate,-1,710,516,4184,7.08,1.2428,3304
improvements,-1,-1,517,4076,7.08,1.4119,-1
memories,762,2481,518,4354,7.08,1.1925,1591
park,1264,262,519,1909,7.08,1.3529,802
pet,4364,-1,520,-1,7.08,1.7004,1132
powerful,4452,1789,521,1391,7.08,1.5365,1641
princess,3282,-1,522,4690,7.08,1.5758,2507
qualities,-1,-1,523,2420,7.08,1.1578,-1
thrill,1530,-1,524,-1,7.08,1.5628,-1
TRUE,202,1069,525,315,7.08,1.1036,415
wonder,409,2665,526,2309,7.08,1.3068,344
everlasting,2924,-1,527,-1,7.06,1.3906,-1
mamma,2973,-1,528,-1,7.06,1.7006,-1
caress,3091,-1,529,-1,7.06,1.7192,-1
charm,2765,4977,530,-1,7.06,1.4201,3763
clever,3151,-1,531,-1,7.06,1.3463,4316
father,747,139,532,375,7.06,1.7427,1203
grand,1575,944,533,1709,7.06,1.3614,1685
hehehe,-1,-1,534,-1,7.06,1.6587,2791
idea,2144,915,535,499,7.06,1.2843,269
pearl,3892,3995,536,-1,7.06,1.4201,4078
pictures,1540,1770,537,2328,7.06,1.3157,1065
restaurant,-1,1044,538,-1,7.06,1.2521,1041
